object_id,timestamp,location,detected_type,speed_mps,accel,jerk,heading_deg,d_heading_deg,nn_dist_m,closing_rate_mps,ttc_s,rel_speed_mps,heading_diff_deg,zone_change,path_gap,certainty,is_confident,lat,lon
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,0.0,0.0,0.4241749942302704,0.0,inf,0.0,0.0,0,0,0.6711154139601712,True,35.29408,-120.66798
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,0.0,0.0,0.4241749942302704,0.0,inf,0.0,0.0,0,0,0.6711154139601712,True,35.294083,-120.66798
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,65.32367,65.32367,0.0,0.0,inf,0.0,0.0,0,0,0.6711154139601712,True,35.294086,-120.66797
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,0.0,-65.32367,0.0,0.0,inf,0.0,65.32366943359375,0,0,0.6711154139601712,True,35.294086,-120.66797
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,65.32367,65.32367,0.4241749942302704,-3.7767367362976074,0.11231256276369095,0.0,65.32366943359375,0,0,0.6711154139601712,True,35.29409,-120.66796
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,0.0,-65.32367,0.0,0.0,inf,0.0,0.0,0,0,0.6711154139601712,True,35.294094,-120.66796
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0.6711154139601712,True,35.294094,-120.66796
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,0.0,0.0,0.4241749942302704,0.0,inf,0.0,0.0,0,0,0.6711154139601712,True,35.294098,-120.66795
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,0.0,0.0,0.4241749942302704,0.0,inf,0.0,0.0,0,0,0.6711154139601712,True,35.2941,-120.66795
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,65.32367,65.32367,0.0,0.0,inf,0.0,0.0,0,0,0.6711154139601712,True,35.294106,-120.667946
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,0.0,-65.32367,0.0,0.0,inf,0.0,65.32366943359375,0,0,0.6711154139601712,True,35.294106,-120.667946
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,0.0,0.0,0.4241749942302704,0.0,inf,0.0,0.0,0,0,0.6711154139601712,True,35.29411,-120.66794
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,0.0,0.0,0.4241749942302704,0.0,inf,0.0,0.0,0,0,0.6711154139601712,True,35.294113,-120.66794
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,0.0,0.0,0.4241749942302704,0.0,inf,0.0,0.0,0,0,0.6711154139601712,True,35.294117,-120.66794
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,81.29285,81.29285,0.4241749942302704,-4.108384609222412,0.10324617475271225,0.0,81.2928466796875,0,0,0.6711154139601712,True,35.29412,-120.66793
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,0.0,-81.29285,0.4241749942302704,-4.108384609222412,0.10324617475271225,0.0,81.2928466796875,0,0,0.6711154139601712,True,35.294125,-120.66793
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,0.0,0.0,0.4241749942302704,0.0,inf,0.0,0.0,0,0,0.6711154139601712,True,35.29413,-120.66793
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,0.0,0.0,0.4241749942302704,0.0,inf,0.0,0.0,0,0,0.6711154139601712,True,35.294132,-120.66793
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0.6711154139601712,True,35.294136,-120.66792
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0.6711154139601712,True,35.294136,-120.66792
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,0.0,0.0,0.4241749942302704,0.0,inf,0.0,0.0,0,0,0.6711154139601712,True,35.29414,-120.66792
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,0.0,0.0,0.4241749942302704,0.0,inf,0.0,0.0,0,0,0.6711154139601712,True,35.294144,-120.66792
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,0.0,0.0,0.4241749942302704,0.0,inf,0.0,0.0,0,0,0.6711154139601712,True,35.294147,-120.66792
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,65.32367,65.32367,0.4241749942302704,-3.7767367362976074,0.11231256276369095,0.0,65.32366943359375,0,0,0.6711154139601712,True,35.29415,-120.667915
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,0.0,-65.32367,0.4241749942302704,0.0,inf,0.0,0.0,0,0,0.6711154139601712,True,35.294155,-120.667915
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,0.0,0.0,0.4241749942302704,0.0,inf,0.0,0.0,0,0,0.6711154139601712,True,35.29416,-120.667915
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,0.0,0.0,0.4241749942302704,0.0,inf,0.0,0.0,0,0,0.6711154139601712,True,35.294163,-120.667915
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,0.0,0.0,0.4241749942302704,0.0,inf,0.0,0.0,0,0,0.6711154139601712,True,35.294167,-120.667915
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,0.0,0.0,0.4241749942302704,0.0,inf,0.0,0.0,0,0,0.6711154139601712,True,35.29417,-120.667915
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,81.29285,81.29285,0.4241749942302704,-4.108384609222412,0.10324617475271225,0.0,81.2928466796875,0,0,0.6711154139601712,True,35.294174,-120.66791
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,0.0,-81.29285,0.4241749942302704,-4.108384609222412,0.10324617475271225,0.0,81.2928466796875,0,0,0.6711154139601712,True,35.294178,-120.66791
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,0.0,0.0,0.4241749942302704,0.0,inf,0.0,0.0,0,0,0.6711154139601712,True,35.29418,-120.66791
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0.6711154139601712,True,35.294186,-120.66791
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0.6711154139601712,True,35.294186,-120.66791
690fd7d987825a48788a8a37,2025-10-12 20:10:11.735,foothill,Car,4.156286,0.0,0.0,0.0,0.0,0.4241749942302704,0.0,inf,0.0,0.0,0,0,0.6711154139601712,True,35.29419,-120.66791
690fd7d987825a48788a8a38,2025-10-12 20:10:13.270,foothill,Car,7.0980062,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,1,0,0.749240582871905,True,35.294003,-120.668076
690fd7d987825a48788a8a38,2025-10-12 20:10:13.270,foothill,Car,7.0980062,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0.749240582871905,True,35.294003,-120.668076
690fd7d987825a48788a8a38,2025-10-12 20:10:13.270,foothill,Car,7.0980062,0.0,0.0,90.0,90.0,0.0,0.0,inf,0.0,0.0,0,0,0.749240582871905,True,35.294003,-120.66807
690fd7d987825a48788a8a38,2025-10-12 20:10:13.270,foothill,Car,7.0980062,0.0,0.0,0.0,-90.0,0.0,0.0,inf,0.0,90.0,0,0,0.749240582871905,True,35.294003,-120.66807
690fd7d987825a48788a8a38,2025-10-12 20:10:13.270,foothill,Car,7.0980062,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0.749240582871905,True,35.294003,-120.66806
690fd7d987825a48788a8a38,2025-10-12 20:10:13.270,foothill,Car,7.0980062,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0.749240582871905,True,35.294003,-120.66806
690fd7d987825a48788a8a38,2025-10-12 20:10:13.270,foothill,Car,7.0980062,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0.749240582871905,True,35.294003,-120.66806
690fd7d987825a48788a8a38,2025-10-12 20:10:13.270,foothill,Car,7.0980062,0.0,0.0,90.0,90.0,0.0,0.0,inf,0.0,0.0,0,0,0.749240582871905,True,35.294003,-120.66805
690fd7d987825a48788a8a38,2025-10-12 20:10:13.270,foothill,Car,7.0980062,0.0,0.0,0.0,-90.0,0.0,0.0,inf,0.0,90.0,0,0,0.749240582871905,True,35.294003,-120.66805
690fd7d987825a48788a8a38,2025-10-12 20:10:13.270,foothill,Car,7.0980062,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0.749240582871905,True,35.294003,-120.668045
690fd7d987825a48788a8a38,2025-10-12 20:10:13.270,foothill,Car,7.0980062,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0.749240582871905,True,35.294003,-120.668045
690fd7d987825a48788a8a38,2025-10-12 20:10:13.270,foothill,Car,7.0980062,0.0,0.0,90.0,90.0,0.0,0.0,inf,0.0,0.0,0,0,0.749240582871905,True,35.294003,-120.66804
690fd7d987825a48788a8a38,2025-10-12 20:10:13.270,foothill,Car,7.0980062,0.0,0.0,0.0,-90.0,0.0,0.0,inf,0.0,90.0,0,0,0.749240582871905,True,35.294003,-120.66804
690fd7d987825a48788a8a38,2025-10-12 20:10:13.270,foothill,Car,7.0980062,0.0,0.0,90.0,90.0,0.0,0.0,inf,0.0,0.0,0,0,0.749240582871905,True,35.294003,-120.66803
690fd7d987825a48788a8a38,2025-10-12 20:10:13.270,foothill,Car,7.0980062,0.0,0.0,0.0,-90.0,0.0,0.0,inf,0.0,90.0,0,0,0.749240582871905,True,35.294003,-120.66803
690fd7d987825a48788a8a38,2025-10-12 20:10:13.270,foothill,Car,7.0980062,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0.749240582871905,True,35.294003,-120.66802
690fd7d987825a48788a8a38,2025-10-12 20:10:13.270,foothill,Car,7.0980062,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0.749240582871905,True,35.294003,-120.66802
690fd7d987825a48788a8a38,2025-10-12 20:10:13.270,foothill,Car,7.0980062,0.0,0.0,90.0,90.0,0.0,0.0,inf,0.0,0.0,0,0,0.749240582871905,True,35.294003,-120.668015
690fd7d987825a48788a8a38,2025-10-12 20:10:13.270,foothill,Car,7.0980062,0.0,0.0,0.0,-90.0,0.0,0.0,inf,0.0,90.0,0,0,0.749240582871905,True,35.294003,-120.668015
690fd7d987825a48788a8a38,2025-10-12 20:10:13.270,foothill,Car,7.0980062,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0.749240582871905,True,35.294003,-120.66801
690fd7d987825a48788a8a38,2025-10-12 20:10:13.270,foothill,Car,7.0980062,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0.749240582871905,True,35.294003,-120.66801
690fd7d987825a48788a8a38,2025-10-12 20:10:13.270,foothill,Car,7.0980062,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0.749240582871905,True,35.294003,-120.66801
690fd7d987825a48788a8a38,2025-10-12 20:10:13.270,foothill,Car,7.0980062,0.0,0.0,90.0,90.0,0.0,0.0,inf,0.0,0.0,0,0,0.749240582871905,True,35.294003,-120.668
690fd7d987825a48788a8a38,2025-10-12 20:10:13.270,foothill,Car,7.0980062,0.0,0.0,0.0,-90.0,0.0,0.0,inf,0.0,90.0,0,0,0.749240582871905,True,35.294003,-120.668
690fd7d987825a48788a8a38,2025-10-12 20:10:13.270,foothill,Car,7.0980062,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0.749240582871905,True,35.294003,-120.66799
690fd7d987825a48788a8a38,2025-10-12 20:10:13.270,foothill,Car,7.0980062,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0.749240582871905,True,35.294003,-120.66799
690fd7d987825a48788a8a38,2025-10-12 20:10:13.270,foothill,Car,7.0980062,0.0,0.0,90.0,90.0,0.0,0.0,inf,0.0,0.0,0,0,0.749240582871905,True,35.294003,-120.667984
690fd7d987825a48788a8a38,2025-10-12 20:10:13.270,foothill,Car,7.0980062,0.0,0.0,0.0,-90.0,0.0,0.0,inf,0.0,90.0,0,0,0.749240582871905,True,35.294003,-120.667984
690fd7d987825a48788a8a38,2025-10-12 20:10:13.270,foothill,Car,7.0980062,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0.749240582871905,True,35.294003,-120.66798
690fd7d987825a48788a8a38,2025-10-12 20:10:13.270,foothill,Car,7.0980062,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0.749240582871905,True,35.294003,-120.66798
690fd7d987825a48788a8a38,2025-10-12 20:10:13.270,foothill,Car,7.0980062,0.0,0.0,90.0,90.0,0.0,0.0,inf,0.0,0.0,0,0,0.749240582871905,True,35.294003,-120.66797
690fd7d987825a48788a8a38,2025-10-12 20:10:13.270,foothill,Car,7.0980062,0.0,0.0,0.0,-90.0,0.0,0.0,inf,0.0,90.0,0,0,0.749240582871905,True,35.294003,-120.66797
